Date,BTC-USD,GLD,QQQ,SPY,^GSPC
2020-04-19,7189.4248046875,,,,
2020-04-20,6881.95849609375,159.6999969482422,205.23304748535156,258.1839904785156,2823.159912109375
2020-04-21,6880.3232421875,158.61000061035156,197.66004943847656,250.34481811523438,2736.56005859375
2020-04-22,7117.20751953125,161.72999572753906,203.5254364013672,255.90098571777344,2799.31005859375
2020-04-23,7429.724609375,163.33999633789062,203.0913543701172,255.8826141357422,2797.800048828125
2020-04-24,7550.90087890625,162.63999938964844,206.294189453125,259.4493408203125,2836.739990234375
2020-04-25,7569.93603515625,,,,
2020-04-26,7679.8671875,,,,
2020-04-27,7795.60107421875,161.55999755859375,207.95346069335938,263.1902770996094,2878.47998046875
2020-04-28,7807.05859375,160.83999633789062,204.03672790527344,261.9798889160156,2863.389892578125
2020-04-29,8801.0380859375,161.72999572753906,211.27212524414062,268.83819580078125,2939.510009765625
2020-04-30,8658.5537109375,158.8000030517578,211.18527221679688,266.3351135253906,2912.429931640625
2020-05-01,8864.7666015625,159.77999877929688,205.23304748535156,259.2843322753906,2830.7099609375
2020-05-02,8988.5966796875,,,,
2020-05-03,8897.46875,,,,
2020-05-04,8912.654296875,160.33999633789062,207.62547302246094,259.99945068359375,2842.739990234375
2020-05-05,9003.0703125,161.02000427246094,209.97940063476562,262.4017333984375,2868.43994140625
2020-05-06,9268.76171875,158.9499969482422,211.27212524414062,260.6229553222656,2848.419921875
2020-05-07,9951.5185546875,161.38999938964844,213.9925994873047,263.767822265625,2881.18994140625
2020-05-08,9842.666015625,160.4199981689453,216.92530822753906,268.1321716308594,2929.800048828125
2020-05-09,9593.896484375,,,,
2020-05-10,8756.4306640625,,,,
2020-05-11,8601.7958984375,159.4199981689453,218.86441040039062,268.18719482421875,2930.18994140625
2020-05-12,8804.4775390625,160.0399932861328,214.28199768066406,262.84185791015625,2870.1201171875
2020-05-13,9269.9873046875,161.5800018310547,211.60009765625,258.1932067871094,2820.0
2020-05-14,9733.7216796875,163.00999450683594,214.00225830078125,261.28314208984375,2852.5
2020-05-15,9328.197265625,163.92999267578125,215.3914337158203,262.484130859375,2863.699951171875
2020-05-16,9377.013671875,,,,
2020-05-17,9670.7392578125,,,,
2020-05-18,9726.5751953125,162.69000244140625,219.40463256835938,270.4794006347656,2953.909912109375
2020-05-19,9729.0380859375,164.25999450683594,218.85479736328125,267.70123291015625,2922.93994140625
2020-05-20,9522.9814453125,164.64999389648438,223.224853515625,272.2489929199219,2971.610107421875
2020-05-21,9081.76171875,162.25,220.79379272460938,270.36932373046875,2948.510009765625
2020-05-22,9182.5771484375,163.2100067138672,221.5559844970703,270.8828430175781,2955.449951171875
2020-05-23,9209.287109375,,,,
2020-05-24,8790.3681640625,,,,
2020-05-25,8906.9345703125,,,,
2020-05-26,8835.052734375,160.88999938964844,220.9578094482422,274.2203369140625,2991.77001953125
2020-05-27,9181.017578125,161.17999267578125,222.1636962890625,278.3003845214844,3036.1298828125
2020-05-28,9525.7509765625,161.72000122070312,221.8743133544922,277.78692626953125,3029.72998046875
2020-05-29,9439.1240234375,162.91000366210938,225.1253662109375,279.02471923828125,3044.31005859375
2020-05-30,9700.4140625,,,,
2020-05-31,9461.05859375,,,,
2020-06-01,10167.2685546875,163.66000366210938,225.8006591796875,280.1524963378906,3055.72998046875
2020-06-02,9529.8037109375,162.60000610351562,227.3152618408203,282.4722595214844,3080.820068359375
2020-06-03,9656.7177734375,159.60000610351562,228.33787536621094,286.2314147949219,3122.8701171875
2020-06-04,9800.63671875,161.27999877929688,226.7364044189453,285.4794921875,3112.35009765625
2020-06-05,9665.533203125,158.00999450683594,231.23204040527344,292.7961730957031,3193.929931640625
2020-06-06,9653.6796875,,,,
2020-06-07,9758.8525390625,,,,
2020-06-08,9771.4892578125,159.72000122070312,233.02638244628906,296.3353576660156,3232.389892578125
2020-06-09,9795.7001953125,161.25999450683594,234.7146453857422,294.12567138671875,3207.179931640625
2020-06-10,9870.0947265625,163.57000732421875,237.53155517578125,292.48455810546875,3190.139892578125
2020-06-11,9321.78125,162.38999938964844,225.76206970214844,275.6231384277344,3002.10009765625
2020-06-12,9480.84375,162.6199951171875,227.5564727783203,278.923828125,3041.31005859375
2020-06-13,9475.27734375,,,,
2020-06-14,9386.7880859375,,,,
2020-06-15,9450.7021484375,162.3300018310547,230.3251953125,281.52777099609375,3066.590087890625
2020-06-16,9538.0244140625,162.25,234.28050231933594,286.9465637207031,3124.739990234375
2020-06-17,9480.2548828125,162.55999755859375,235.02333068847656,285.7546081542969,3113.489990234375
2020-06-18,9411.8408203125,162.24000549316406,235.66006469726562,285.8645324707031,3115.340087890625
2020-06-19,9288.0185546875,164.02999877929688,235.6214141845703,284.23095703125,3097.739990234375
2020-06-20,9332.3408203125,,,,
2020-06-21,9303.6298828125,,,,
2020-06-22,9648.7177734375,165.08999633789062,238.44717407226562,286.0542907714844,3117.860107421875
2020-06-23,9629.658203125,166.47999572753906,240.47659301757812,287.37115478515625,3131.2900390625
2020-06-24,9313.6103515625,165.89999389648438,235.5189971923828,280.04083251953125,3050.330078125
2020-06-25,9264.8134765625,165.8000030517578,237.7610626220703,283.04296875,3083.760009765625
2020-06-26,9162.91796875,166.5399932861328,232.14627075195312,276.32025146484375,3009.050048828125
